Data,Time,Resource_Name,Text,Comments_Count,Views,Count_Positive_Reactions,Reposts
2024-03-09,13:50,arkhangelsk_life,"В Архангельске росгвардеец задержал неадекватного воришку-дебошира

8 марта в 18.00 заместитель командира СОБР Росгвардии полковник полиции Александр Р., во время посещения сетевого магазина на ул. Выучейского в Архангельске, задержал правонарушителя. Сотрудник стал свидетелем того как неизвестный мужчина, застигнутый за кражей товара, ведёт себя неадекватно: выражается грубой нецензурной бранью в отношении продавцов и угрожает одному из них, что ударит его по голове бутылкой шампанского. Росгвардеец попытался успокоить гражданина, но он начал вести себя ещё более агрессивно и, в какой-то момент, бросив бутылкой в сторону людей, оттолкнул продавца, стоящие рядом корзины и внезапно выбежал на улицу. Александр погнался следом и вскоре задержал воришку-дебошира на пересечении пр. Новгородский с ул. Серафимовича. Убегая, мужчина выбегал на проезжую часть, бросаясь под машины.
Росгвардеец до прибытия наряда ППС удерживал правонарушителя, который всё это время оскорблял и пытался ударить сотрудника.
Задержанным гражданином оказался нигде не работающий архангелогородец 1989 года рождения, трижды привлекавшийся к уголовной ответственности за кражу и грабежи, сообщает региональная Росгвардия.",39,67545,363,60
2024-03-09,12:49,arkhangelsk_life,"На Маймаксанском шоссе Архангельска задержали двух наркозакладчиков, теперь им грозит наказание в виде лишения свободы на срок до 20 лет

Сотрудниками Управления по контролю за оборотом наркотиков регионального УМВД на Маймаксанском шоссе был остановлен автомобиль «Лада». В нем находились двое мужчин 1959 и 1979 годов рождения. Как сообщает региональное УМВД, в ходе досмотра авто полицейские обнаружили и изъяли сверток с наркотическим средством массой около 100 граммов. Наркотик был приобретен через сеть Интернет и предназначался для дальнейшего сбыта путем оборудования на территории областного центра тайников-закладок.
По факту покушения на незаконный сбыт наркотических средств в крупном размере возбуждено уголовное дело. Санкция соответствующей статьи Уголовного кодекса Российской Федерации предусматривает максимальное наказание в виде лишения свободы на срок до 20 лет.",53,53507,218,138
2024-03-09,07:35,arkhangelsk_life,Счастлива собака на Яграх,31,100917,2624,174
2024-03-09,06:15,arkhangelsk_life,"Доброе утро, Архангельск🌞
Погода на сегодня -12 -5, ☁❄, ветер северо-западный 2 м/с.",50,29743,190,12
2024-03-08,23:43,arkhangelsk_life,"Спокойной ночи, Архангельск! ❤",18,21799,253,5
2024-03-08,22:32,arkhangelsk_life,"Добрый вечер! С праздником вас и нас! Простите что в такой день. Но нервов уже больше не хватает. Подскажите куда жаловаться на ""Уважаемое"" РВК?! С понедельника не можем достучаться чтоб приехали и убрали вот это! У нас канализация течёт прямо в подъезд на Гуляева 105. Скоро все это потечёт в квартиры. Я понимаю,дом старый, но мы тоже люди. И вынуждены жить в таких условиях. А в РВК твердят по телефону - бригада должна приехать сегодня. И так не один день. Это такой нам ""подарок""???
P. S. Подскажите, пожалуйста, есть какая-то права на это?",74,41356,100,18
2024-03-08,17:10,arkhangelsk_life,"Я завидую жителям Архангельска. Почему?

Только в этом месяце мебельный салона Di Casa дарит им следующие подарки. Просто так, без всяких условий.

- Скидку 100 000 рублей на заказ кухни;
- Посудомоечную машину при заказе кухни до конца марта

Переходите, чтобы получить свои бонусы - https://vk.com/app5898182_-170321160#u=1780718&s=2033886&force=1

И повод для этого просто отличный – Мы уже более 5 лет радуем стильными и красивыми кухнями своих любимых клиентов! Нами уже реализовано более 10436 проектов в Архангельске и Северодвинске!",2,33798,33,14
2024-03-08,09:30,arkhangelsk_life,"С Праздником🦋💐☀,тепла, солнца и любви!",47,100821,3615,131
2024-03-08,08:31,arkhangelsk_life,"Настоящие мужчины поздравляют так👍🏻

Ксения",82,109345,3272,98
2024-03-08,07:31,arkhangelsk_life,"🌷Милые наши подписчицы! Поздравляем вас с женским праздником!

Пусть в вашей жизни будет вечная весна, пусть ярко светит солнце, пусть поют птицы, пусть дни будут светлыми и безоблачными. Улыбок, хорошего настроения, радости, счастья!",26,31103,866,18
2024-03-08,06:31,arkhangelsk_life,"Доброе утро, Архангельск🌞
Погода на сегодня -3 -6,⛅, ветер северный 4 м/с.",106,23673,406,21
2024-03-08,01:00,arkhangelsk_life,"Альфа-Банк открыл новый современный офис в Мирном

Он имеет отличие от привычных стандартов кассово-операционного обслуживания. Умный офис от Альфа-Банка меняет представление о том, как должен выглядеть банк: здесь нет привычных окошек, разделяющих сотрудников и посетителей, нет электронной очереди и лишней бумаги. Офис имеет свободную планировку и больше похож на уютное кафе или лаундж-зону, где клиент может расположиться там, где ему удобно – менеджер сам подойдет. 
В новом офисе Альфа-Банка можно получить любую услугу: оформить кредит, дебетовую или кредитную карту, а также получить необходимые консультации.
«Мы уверены, что наши клиенты по достоинству оценят новый формат отделения и современные банковские технологии, а также высокие стандарты обслуживания, отличающие Альфа-Банк. Для жителей доступны самые популярные наши продукты - бесплатная Альфа-карта с повышенным кэшбэком на категории: супермаркеты, АЗС, кафе и рестораны, дом и ремонт, и 1% на остальные покупки. Для предпринимателей у нас всегда гибкие тарифы и кредитные предложения», - рассказал Региональный управляющий ДО «Архангельский» АО «Альфа-Банк» Антон Колышкин. 
Важно также отметить, что отделение расположено максимально комфортно для горожан - в шаговой доступности от остановок городского общественного транспорта.

Адрес офиса: ул.Ленина, д.26
работает со вторника — субботу: 10:00 — 18:00, воскресенье, понедельник: выходной.
www.alfabank.ru

* phygital — от английского physical и digital, сочетание цифровых и физических каналов.

АО «АЛЬФА-БАНК», ИНН 7728168971 Генеральная лицензия Банка России № 1326 от 16 января 2015 г. 

18+

Erid: 2SDnjc5bSY8",2,30294,16,4
2024-03-07,19:55,arkhangelsk_life,"В городе – весна! А в Макси – свежий каталог скидок. По 13 марта выбирайте всё самое вкусное и любимое, радуйте себя и близких. Ведь отличное настроение – лучший витамин:
https://maxiapplink.ru/8RvsquaxfirjqcqD7",0,27832,19,1
2024-03-07,17:50,arkhangelsk_life,"Все на лёд! Настоящие хоккеисты знают, что забота о здоровье начинается с правильного питания. И что может быть лучше, чем порция Жидкого Хлорофилла от АВ1918 перед утром натощак?
 
Зелёный пигмент из арктических водорослей – это настоящий тройной заряд энергии, детокса и свежести! Он помогает очистить организм от вредных бактерий, контролирует аппетит, обеспечивает свежее дыхание и устраняет неприятные запахи. А ещё – это запас бесконечной энергии для ваших спортивных достижений!

На фото – один из участников хоккейного клуба «Водник», который уже оценил все преимущества Жидкого Хлорофилла от АВ1918.

Приходите к нам за зарядом энергии и свежести:
Архангельск
*ТРК Европарк, 1 этаж, пр-т Троицкий д.17
*ТРЦ Макси, 1 этаж, пр-т Ленинградский, д.38
*ТРЦ Титан Арена, 1 этаж, ул. Воскресенская, д.20
*ТЦ Терминал, 1 этаж, ул. Набережная Северной Двины, 29

Северодвинск
*ТЦ ""ЦУМ"", г. Северодвинск, ул. Ломоносова, д. 81

Возраст 18+",4,39611,36,12
2024-03-07,16:51,arkhangelsk_life,Красота в Архангельске ❤,27,41421,1006,61
2024-03-07,12:40,arkhangelsk_life,"В России могут сделать бесплатным проезд для детей до 14 лет.

В Госдуме депутаты направили на заключение правительства РФ подготовленный законопроект, согласно которому проезд детей в возрасте от 7 до 14 лет на общественном транспорте будет бесплатным. 

На сегодняшний день бесплатный проезд на городском наземном транспорте разрешен детям не старше семи лет.

Дети до 14 лет часто без сопровождения взрослых вынуждены преодолевать пешком большие расстояния, например до школы, каких-либо секций или кружков, в том числе в темное время суток. ""Государство обязано сделать все, чтобы обеспечить защиту маленьких граждан. Дети должны всегда находиться в безопасности и под присмотром взрослых. Неважно, где находится ребенок: по пути в школу, в спортивную секцию или в танцевальный кружок"", - добавил депутат.

Он также отметил, что бесплатный проезд будет распространяться и на пригородный железнодорожный транспорт. ""Это позволит не только экономить семейный бюджет, но и сделает ежедневные маршруты наших детей безопасными.

Как вам законопроект?",100,63260,334,73
2024-03-07,11:35,arkhangelsk_life,"Россиянам, которые задолжали банкам и МФО, объявят кредитную амнистию.

Попасть под программу и закрыть кредиты за счёт государства, могут:

- совершеннолетние граждане Российской Федерации
- с общей задолженностью по кредитам, оплате коммунальных услуг или штрафам свыше 300 000 рублей
- испытывающие сложности с выплатой обязательных платежей более 3 месяцев.

Подать заявку можно по ссылке: https://vk.com/app5898182_-205440099#s=2327517&utm_source=vk&utm_medium=mposa_text849_site27&utm_content=text849-bf_site27
После подачи заявки снимаются аресты со счетов и прекращаются начисления процентов по кредитам.

Подтверждено законом №127 “О несостоятельности”. 2023 год",11,35581,23,43
2024-03-07,09:25,arkhangelsk_life,"Время для карьерного роста: найди идеальную работу с нами!
“Северсталь” входит в число ведущих металлургических компаний в мире, стремящихся к инновациям. Ты сможешь вместе с нами создавать продукцию, которая не имеет аналогов и полностью подлежит вторичной переработке, а значит экологична.

Мы предлагаем вакансии в различных сферах: от машиниста бульдозера до менеджера по ремонту зданий и сооружений.

Тебя ждут: достойная оплата труда, социальный пакет, ДМС, бесплатное питание, оплата проживания и релокационный пакет в случае переезда

Список вакансий на нашем сайте!
https://vk.cc/cv9S9V",0,30271,33,31
2024-03-07,07:13,arkhangelsk_life,Ягринская красотка😍,7,30686,524,22
2024-03-07,06:22,arkhangelsk_life,"Доброе утро, Архангельск🌞
Погода на сегодня -2 -1, ☁❄, ветер северо-западный 4 м/с.",57,28056,226,11
2024-03-06,23:43,arkhangelsk_life,"Кому не спится, давайте общаться. Чем занимаетесь?",55,56281,22,1
2024-03-06,21:39,arkhangelsk_life,Северное сияние с борта самолета,5,30126,647,59
2024-03-06,20:08,arkhangelsk_life,"Сегодня на мосту в Архангельске у автобуса Рико что-то случилось с колесом. Почему у пазиков ничего не ломалось, они не попадали в аварии и т.д.... Одно и то же каждый день(

от подписчицы",167,85899,129,12
2024-03-06,14:01,arkhangelsk_life,"Северянка подозревается в покушении на убийство брата

Следствием установлено, что 1 марта 2024 года днем в квартире дома на улице Вокзальная в поселке Плесецк подозреваемая в ходе совместного употребления спиртных напитков и возникшего конфликта, причинила ножевое ранение грудной клетки слева 35-летнем брату. Благодаря своевременно оказанной медицинской помощи потерпевший остался жив.

В ходе допроса подозреваемая пояснила следователю, что из-за сильного алкогольного опьянения не помнит, почему ударила брата ножом.

В настоящее время проводятся следственные действия, направленные на установление всех обстоятельств совершенного преступления. Допрашиваются свидетели по делу, назначены экспертизы.

Суд удовлетворил ходатайство следователя и избрал в отношении задержанной меру пресечения в виде заключения под стражу.",11,62324,36,19
2024-03-06,09:58,arkhangelsk_life,"Северянин признан виновным в покушении на убийство сына

Следствием и судом установлено, что 10 сентября 2023 года днем по месту жительства в деревне Средняя Гора между осужденным и его 48-летним сыном, приехавшим в гости, произошел конфликт. Глава семьи отказался выполнить просьбу сына убавить громкость радиоприёмника. В ходе конфликта пенсионер нанес удар ножом в грудь сыну и избил его лопатой. Благодаря своевременно оказанной медицинской помощи пострадавший остался жив.

В ходе допроса на стадии предварительного следствия обвиняемый признал свою вину частично.

Приговором суда ему назначено наказание в виде шести лет шести месяцев лишения свободы с отбыванием наказания в исправительной колонии строгого режима. Также судом в пользу потерпевшего взыскана компенсация морального вреда в размере 400 тысяч рублей. Приговор не вступил в законную силу.",12,29132,26,7
2024-03-06,08:40,arkhangelsk_life,"Нужна помощь с переездом?
Закажи грузоперевозки в приложении «Максим»! Смотри, где едет автомобиль с вещами, на удобной онлайн-карте. Оплатить просто наличными, картой или через pay-сервис. В приложении «Максим» есть авто для разных грузов.
Скачай приложение «Максим» https://vk.cc/csmbI8",0,27992,4,1
2024-03-06,06:31,arkhangelsk_life,"Доброе утро, Архангельск🌞
Погода на сегодня -3 -1, ☁, ветер северо-западный 2 м/с.",50,30028,278,15
2024-03-05,23:14,arkhangelsk_life,"СПОКОЙНОЙ НОЧИ, АРХАНГЕЛЬСК! ❤",2,26832,190,12
2024-03-05,22:31,arkhangelsk_life,На каких машинах передвигается полиция в Северодвинска,37,38349,78,40
2024-03-05,22:16,arkhangelsk_life,"Архангелогородец угнал снегоход и устроил ДТП😨

В октябре прошлого года 60-летний житель Архангельска находился в гараже лыжного стадиона им. В.С. Кузина в Малых Карелах и, увидел в замке зажигания снегохода Yamaha ключи завел технику. Его не смутило, что снегоход принадлежит государственной организации и он начал рассекать по территории стадиона.

Права управления у нерадивого угонщика также не было.

В какой-то момент архангелогородец не справился с управлением и устроил ДТП.

Теперь, за своё деяние мужчине предстоит ответить перед законом – он обвиняется по ч. 1 ст. 166 УК РФ – Неправомерное завладение иным транспортным средством без цели хищения (угон).

Ему может грозить штраф до 120 тысяч рублей или в размере заработной платы или иного дохода осужденного за период до одного года, либо ограничением свободы на срок до трех лет, либо принудительными работами на срок до пяти лет, либо арестом на срок до шести месяцев, либо лишением свободы на срок до пяти лет.

Судебное заседание по рассмотрению указанного дела назначено на 12 марта 2024 года.",11,31541,40,16
2024-03-05,20:50,arkhangelsk_life,"В «Счастливом взгляде» полная проверка зрения абсолютно бесплатна при предварительной записи на сайте: https://vk.cc/cnU3el

Что входит в бесплатную проверку зрения?

— Сбор анамнеза;
— Исследование на авторефрактометре;
— Проверка зрения вдаль и вблизи;
— Тест на выявление астигматизма;
— Измерение межзрачкового расстояния;
— Проверку бинокулярного зрения;
— Осмотр переднего отрезка глаза;
— Подбор коррекции с рекомендацией при необходимости.

*Бесплатная проверка для лиц от 18 лет и только при записи онлайн
*Есть противопоказания. Необходима консультация специалиста.",0,31099,16,18
2024-03-05,17:45,arkhangelsk_life,"Новинка от АВ1918 - SNOW SEA® Biogel: универсальный гель из ламинарии для лица и тела!

Этот гель на 95% состоит из чистой ламинарии, а это значит, что он прекрасно заботится о вашей коже.

Семь разных способов применения делают его настоящим мульти-талантом: маска для лица, жидкие патчи, успокаивающее средство после бритья или загара, обёртывание для тела, противоотёчные компрессы для ног, SOS-средство для устранения шелушений и воспалений.

В его составе – польза Белого моря для кожи:
— альгиновые кислоты и антиоксиданты водорослей оздоравливают микробиом кожи;
— МПХ (хлорофилл) и холин (витамин В4) нормализуют работу сальных желёз;
— полисахариды придают коже упругость;
— ниацинамид (витамин В3) осветляет пигментные пятна.

Узнай больше об этом уникальном продукте и позаботься о своей коже прямо сейчас в магазинах АВ1918:
*ТРК Европарк, 1 этаж, пр-т Троицкий д.17
*ТРЦ Макси, 1 этаж, пр-т Ленинградский, д.38
*ТРЦ Титан Арена, 1 этаж, ул. Воскресенская, д.20
*ТЦ Терминал, 1 этаж, ул. Набережная Северной Двины, 29

Северодвинск
*ТЦ ""ЦУМ"", г. Северодвинск, ул. Ломоносова, д. 81

Возраст 18+",0,31404,26,9
2024-03-05,15:52,arkhangelsk_life,"Глава МВД Колокольцев наградил поморского участкового, спасшего двух женщин из огня👏🏻

Владимир Колокольцев представил к медали «За спасение погибавших» – участкового уполномоченного полиции ОМВД России по Онежскому району Архангельской области лейтенанта полиции Антона Фокина. Он спас из горящего многоквартирного дома двух женщин и до прибытия пожарных ликвидировал очаг возгорания.

Все произошло в поселке Малошуйка. Участковому позвонила женщина, которая сообщила, что из квартиры на пятом этаже дома идет дым и слышны крики. Полицейский поспешил на помощь.

На месте полицейский стал будить жильцов и помогать им эвакуироваться. Одновременно он сообщил о происшествии в дежурную часть и обесточил помещение. 

Прикрыв лицо мокрым полотенцем, лейтенант полиции Фокин при помощи топора вскрыл входную дверь в одно из указанных очевидцами помещений. На кровати сидела пожилая женщина. Надышавшись едкого дыма, она была дезориентирована и не понимала, что делать. Участковый вывел ее в безопасное место, после чего вернулся и обнаружил в другой комнате очаг возгорания.

Из пожарного гидранта Антон Фокин стал заливать водой горящий диван. В этот момент он услышал хрипы, доносившиеся из угла комнаты. Передвигаясь ползком и освещая путь фонариком, он добрался до женщины, которая была накрыта покрывалом и находилась в бессознательном состоянии.

Полицейский и подоспевший местный житель вынесли пострадавшую на улицу, где передали медработникам, сообщает пресс-служба МВД.",26,55256,925,24
2024-03-05,14:52,arkhangelsk_life,"Романтик пытался заехать в квартиру к любимой на белом коне

Принц завёл животное в подъезд и заявился к жене в съёмную квартиру в три часа ночи. Но женщина сюрприз не оценила. Парочка, по словам соседей, ругалась пару часов. Лошадь из подъезда всё-таки выгнали. Вместе с наездником.",45,45363,199,453
2024-03-05,13:41,arkhangelsk_life,"Житель областного центра предстанет перед судом по обвинению в убийстве местного жителя, совершенном в 2006 году

26 ноября 2006 года по месту жительства в коммунальной квартире по проспекту Ломоносова в городе Архангельске обнаружено тело 27-летнего хозяина жилища с ножевыми ранениями шеи. Длительное время указанное преступление, совершенное в условиях неочевидности, оставалось нераскрытым.

В результате надлежащего исполнения поручений заместителя Председателя СК России Александра Владимировича Клауса, данных на ранее состоявшихся оперативных совещаниях по вопросам раскрытия и расследования преступлений «прошлых лет», а также благодаря совместной работе следователей и следователей-криминалистов отдела криминалистики регионального Следственного управления, сотрудников уголовного розыска УМВД России по г. Архангельску и УФСИН России по Архангельской области, направленной на раскрытие преступлений «прошлых лет», комплексом следственно-оперативных мероприятий установлена причастность к убийству жителя областного центра, который в настоящее время отбывает наказание в виде длительного лишения свободы за убийство трех человек.

Следствием установлено, что в период с 18 по 22 ноября 2006 года обвиняемый пришел в гости к потерпевшему в коммунальную квартиру на проспекте Ломоносова в городе Архангельске. После совместного употребления спиртных напитков обвиняемый на почве личных неприязненных отношений, возникших в ходе конфликта, нанес потерпевшему не менее пяти ударов ножом в область шеи, после чего скрылся с места преступления.

В ходе допроса подследственный признал свою вину и пояснил следователю, что потерпевший оскорбил его своими действиями, поэтому он его убил.

С обвиняемым осуществлен выход на место преступления с целью проведения проверки показаний на месте, где он подробно рассказал обстоятельства совершенного им противоправного деяния, а также нарисовал нож, которым совершил убийство.

Следствием собрана достаточная доказательственная база, в связи с чем уголовное дело с утвержденным прокурором обвинительным заключением будет направлено в суд для рассмотрения по существу.",12,33637,23,5
2024-03-05,12:25,arkhangelsk_life,"❗Увеличить пенсию в два прожиточных минимума за стаж от 30 лет предложили в Госдуме.

Группа депутатов разработала законопроект, которым предлагается ввести механизм доплаты к пенсии до двукратной величины прожиточного минимума в целом по стране за стаж от 30 лет. 

""Очевидно, что граждане, внесшие свой значительный трудовой вклад в социальное и экономическое развитие страны в виде более 30 лет страхового стажа, должны обладать возможностью обеспечить себе достойную жизнь. В этой связи законопроект предусматривает введение механизма социальной доплаты к страховой пенсии по старости - предоставление гражданину (пенсионеру), имеющему страховой стаж не менее 30 лет, денежной суммы к страховой пенсии по старости до двукратной величины прожиточного минимума пенсионера в целом по РФ за счет средств федерального бюджета"", - говорится в пояснительной записке к законопроекту.

Авторы предлагают, чтобы конкретные правила осуществления социальной доплаты к страховой пенсии по старости, а также порядок пересмотра ее размера и индексации устанавливались приказом Министерства труда и социальной защиты РФ. Как отмечают депутаты в пояснительной записке, величина прожиточного минимума для пенсионеров в целом по РФ установлена на 2024 год в размере 13 290 рублей. Таким образом, двукратная величина составит в 2024 году более 26 тыс. рублей.

Люди серебряного возраста, которые 30 лет трудились на благо нашей страны, имеют полное право на заслуженный отдых в старости. Важно обеспечить им эту возможность. Гарантия повышенной пенсии в размере двойной величины прожиточного минимума сделает их жизнь более комфортной, качественной. Мы за то, чтобы у наших пенсионеров появилась возможность не просто доживать старость, а жить: хорошо питаться, заняться своим здоровьем, путешествовать- отметили депутаты.",130,49251,173,125
2024-03-05,10:11,arkhangelsk_life,"💔 Прощай, наш верный друг: пёс отдал жизнь, спасая российских военных от дрона

У военнослужащего на передовой на херсонском направлении неожиданно появилась собака. Животное прибилось к людям и очень быстро стало для российских солдат близким и родным другом. Пса характеризовали как шебутного, но, несказанно верного, смелого и бесстрашного.

К выбору имени подошли с юмором и назвали собаку Балбесом. Четвероногий друг же оказался крайне умным, поразив всех своей смекалкой. Дело в том, что пес неоднократно видел, как российские военные относятся к летающим в небе объектам с осторожностью, воспринимая их как угрозу и опасность. Животное постаралось защитить и уберечь своих товарищей от всех «неприятностей».

Но Балбес не знал, как сильно может пострадать. В один из обычных дней на позиции наших бойцов вновь залетел украинский дрон. Собака героически накинулась на неопознанный объект, который мог навредить ее друзьям и хозяину. Пес смело вцепился зубами в своего «противника».

В результате детонации вражеского беспилотника четвероногий друг российских военных погиб, пожертвовав своей жизнью ради близких, стремясь их защитить. Атака дрона Вооруженных сил Украины была предотвращена благодаря ему.

Теперь спасённые парни из подразделения подписывают боеприпасы именем товарища.",394,223674,11682,545
2024-03-05,09:15,arkhangelsk_life,"Привет из прошлого...Фото из семейного альбома, наша коммунальная квартира. Все жили очень дружно👍🏻

Мария",106,69765,793,48
2024-03-05,08:23,arkhangelsk_life,"В Архангельске задержан подозреваемый в убийстве местного жителя

1 марта 2024 года вечером в квартире дома на улице Победы в городе Архангельске обнаружено тело 69-летнего мужчины с ножевыми ранениями. 

В ходе следственно-оперативных действий, проведенных вместе с сотрудниками полиции, по подозрению в убийстве задержан ранее судимый за разбой 37-летний знакомый потерпевшего.
В ходе допроса подозреваемый признал свою вину и пояснил следователю, что в магазине встретился в потерпевшим, который пригласил его в гости. После совместного употребления спиртных напитков хозяин жилища попросил его покинуть квартиру, он отказался, и между ними произошла ссора. В ходе конфликте он разозлился и ударил потерпевшего ножом.

В настоящее время проводятся следственные действия, направленные на установление всех обстоятельств совершенного преступления. Изъято орудие преступления. Допрашиваются свидетели по делу, производится сбор доказательственной базы.

Следствие будет ходатайствовать перед судом об избрании в отношении задержанного меры пресечения в виде заключения под стражу.",0,34237,39,30
2024-03-05,07:33,arkhangelsk_life,Утреннее собрание 😊,35,63492,1931,103
2024-03-05,06:29,arkhangelsk_life,"Доброе утро, Архангельск🌞
Погода на сегодня -4 -1, ☁, ветер северо-западный 2 м/с.",54,31456,207,11
2024-03-04,23:33,arkhangelsk_life,"Кто не спит, чем занимаетесь ?😊",62,43949,13,2
2024-03-04,22:11,arkhangelsk_life,"Архангельская семья передала мошенникам 2,7 миллиона 

50-летнему архангелогородцу позвонил неизвестный. Он представился сотрудником техподдержки портала «Госуслуг» и сообщил, что злоумышленники взломали учетную запись его личного кабинета и пытаются оформить на его имя кредит на сумму 700 тысяч рублей. Необходимо срочно взять встречный заем и перевести деньги на «безопасный счет». После к разговору присоединились якобы представители сразу двух силовых ведомств. Они также настоятельно посоветовали выполнять все полученные инструкции. Чтобы у мужчины окончательно пропали сомнения, его попросили приехать на одну из центральных улиц города, где к нему подошел неизвестный и попросил подписать «бумаги о неразглашении». После этого мужчина оформил в трех банках кредиты и перевел 1,7 миллиона рублей на указанные ему неизвестными счета. Сотрудникам банка он говорил, что хочет приобрести автомобиль. Затем неизвестный сообщил, что атаке злоумышленников подвергся и личный кабинет супруги архангелогородца. Она также оформила кредит, сняла со счета имевшиеся сбережения и также перечислила более миллиона рублей на продиктованным ей реквизитам. После внесения последнего платежа собеседник перестал выходить на связь. В общей сумме семейная пара перевела телефонным аферистам 2 миллиона 750 тысяч рублей.",119,75714,111,217
2024-03-04,17:14,arkhangelsk_life,"‼ТРАГЕДИЯ В АРХАНГЕЛЬСКЕ(((

Сегодня в Архангельске автомобиль раздавил женщину пешехода. Женщина 
скончалась.

 
По предварительным данным водитель,1988 г. р., двигаясь задним ходом на автомобиле ВАЗ - 21043 допустил наезд на женщину, 1947г.р. В результате ДТП, женщина от полученных травм скончалась в машине скорой медицинской помощи. Обстоятельства ДТП выясняются.",61,110506,280,698
2024-03-04,12:26,arkhangelsk_life,"В новые регионы России отправилась седьмая колонна гуманитарного груза!

Губернаторский центр Архангельской области совместно с другими организациями направили в Луганск, Донецк, Мелитополь и Скадовск продукты питания, технику, одежду и многое другое 👍🏻

Подробности рассказал руководитель Губернаторского центра Архангельской области Максим Арбузов 📹",17,28489,101,5
2024-03-04,12:05,arkhangelsk_life,"⚡Внимание❗❗❗ Усиление ветра❗❗❗

В Архангельске ожидается мощный ветер до 15-18 м/с.

Будьте внимательны!!!",19,41293,152,190
2024-03-04,11:42,arkhangelsk_life,"В Архангельской области руководство ""управляйки"" обворовало собственников 20 многоквартирных домов 

Прокуратура Архангельской области утвердила обвинительные заключения по уголовным делам в отношении бывших гендиректора ООО «Веста» и главного бухгалтера, обвиняемых в присвоении (ч. 4 ст. 160 УК РФ). 

Как сообщает областная прокуратура, с 01.01.2016 по 13.06.2018 должностными лицами ООО «Веста», созданного для управления многоквартирными домами на территории Котласcкого района, совершено хищение более 13,4 млн рублей, принадлежащих ООО, и денежных средств в сумме более 3,7 млн рублей, принадлежащих жильцам и собственникам двадцати многоквартирных домов, находящихся в управлении ООО «Веста» и предназначенных для проведения капремонта. 
 
Действиями обвиняемых причинен материальный ущерб в общей сумме свыше 17 млн рублей. 
 
С главным бухгалтером заключено досудебное соглашение о сотрудничестве, уголовное дело в отношении нее выделено в отдельное производство. 
 
Уголовные дела возбуждены на основании материалов оперативно-розыскной деятельности, представленных УЭБиПК УМВД России по Архангельской области, и расследованы Следственным Управлением УМВД России по Архангельской области. 
 
Оба уголовных дела направлены в Котласский городской суд.",61,37836,60,38
2024-03-04,07:23,arkhangelsk_life,Кошечка в лесу,20,41270,818,51
2024-03-04,06:23,arkhangelsk_life,"Доброе утро, Архангельск🌞
Погода на сегодня 0 -2, ☁, ветер северо-западный 4 м/с.

фото: [id17667340|Натали Миготина]",91,28826,179,11
2024-03-03,23:36,arkhangelsk_life,"Друзья, как прошли выходные? Успели отдохнуть?",20,44180,28,4
2024-03-03,23:19,arkhangelsk_life,"СЕВЕРНОЕ СИЯНИЕ ПРЯМО СЕЙЧАС🔥
Деревня Злодеево, Вельский район, Архангельская область

3 марта 2024 год",35,35119,668,129
2024-03-03,22:01,arkhangelsk_life,"Уже послезавтра будут известны победители!👍 
Есть ещё шанс выиграть!🔥 
 
МЕГА ЦВЕТОЧНЫЙ РОЗЫГРЫШ, ТРИ победителя получат подарки от [club224174647|цветочной студии Пионика ] 🌸 
 
🔥1 место- Главный приз букет из 39 тюльпанов🌷 
🌟2 место- Букет из хризантем 
🌟3 место- Цветочная композиция 
 
Для участия в розыгрыше надо выполнить три простых условия: 
 
- Подписаться на группу [club224174647|Пионика] 
- Сделать репост этой записи- https://vk.com/wall-224174647_1431 себе на стену 
- Написать комментарий под записью розыгрыша в группе [club224174647|Пионика]😊 
 
Победителей узнаем 5.03 с помощью рандомного приложения",0,16940,22,8
2024-03-03,21:35,arkhangelsk_life,"Служба родственной помощи при поддержке Президента РФ сопровождает семьи тяжелобольных пациентов

В числе их бесплатных услуг — физическая реабилитация на дому, психологические сеансы, оформление документов, бесплатное предоставление средств гигиены и реабилитации. Подробно об услугах Службы рассказали в ролике

Если вам тоже нужна помощь, звоните по номеру горячей линии регионального минздрава 122",4,24510,59,18
2024-03-03,20:27,arkhangelsk_life,"Хотите похудеть, но постоянно срываетесь?‼

[club204750978|Мы знаем как помочь вам!✅ От 650₽ день]💵
в нашем питании есть 3 тарифа для похудения: LIGHT,

LIGHT- трехразовое питание на 900 ккал/день для быстрого снижения веса без спорта

STANDART - 4 приема пищи на 1200 ккал/день для активного похудения при минимальных физический нагрузках

Сушка - 4 приемов пищи примерно на 1400 ккал/день для средних физических нагрузок и комфортного похудения

вы можете подобрать себе наиболее комфортный тариф, худейте вкусно и без срывов

[club204750978|Доставка рационов на весь день Re’Body Eat☺]

Заполни анкету и получи скидку
https://vk.com/app5619682_-204750978#70337",0,16284,13,9
